2013-05-14T11:07:25+04:00 INFO (6): Данные из БД не получены
2013-05-14T11:07:39+04:00 INFO (6): Данные из БД не получены
2013-05-14T11:07:51+04:00 INFO (6): Данные из БД не получены
2013-05-14T11:46:03+04:00 INFO (6): Данные из БД не получены
2013-05-14T13:02:28+04:00 INFO (6): Данные из БД не получены
2013-05-14T14:03:32+04:00 INFO (6): Данные из БД не получены
2013-05-14T14:03:57+04:00 INFO (6): Данные из БД не получены
2013-05-14T14:04:18+04:00 INFO (6): Данные из БД не получены
2013-05-14T14:04:55+04:00 INFO (6): Данные из БД не получены
2013-05-14T14:06:08+04:00 INFO (6): Данные из БД не получены
2013-05-14T14:06:14+04:00 INFO (6): Данные из БД не получены
2013-05-14T14:06:28+04:00 INFO (6): Данные из БД не получены
2013-05-14T14:07:22+04:00 INFO (6): Данные из БД не получены
2013-05-14T14:07:44+04:00 INFO (6): Данные из БД не получены
2013-05-14T14:19:35+04:00 INFO (6): Данные из БД не получены
2013-05-14T14:20:41+04:00 INFO (6): Данные из БД не получены
2013-05-14T14:21:49+04:00 INFO (6): Данные из БД не получены
2013-05-14T14:24:08+04:00 INFO (6): Данные из БД не получены
2013-05-14T14:57:55+04:00 INFO (6): Данные из БД не получены
2013-05-14T14:58:36+04:00 INFO (6): Данные из БД не получены
2013-05-14T15:48:43+04:00 INFO (6): Данные из БД не получены
2013-05-14T15:48:47+04:00 INFO (6): Данные из БД не получены
2013-05-14T15:48:49+04:00 INFO (6): Данные из БД не получены
2013-05-14T15:49:05+04:00 INFO (6): Данные из БД не получены
2013-05-14T19:21:38+04:00 INFO (6): Данные из БД не получены
2013-05-14T19:24:23+04:00 INFO (6): Парсинг категории (1 стр.) провалился
2013-05-14T19:33:27+04:00 INFO (6): Данные из БД не получены
2013-05-14T19:40:53+04:00 INFO (6): Данные из БД не получены
2013-05-14T19:40:57+04:00 INFO (6): Данные из БД не получены
2013-05-14T19:46:53+04:00 INFO (6): Данные из БД не получены
2013-05-14T19:49:59+04:00 INFO (6): Данные из БД не получены
2013-05-14T19:50:02+04:00 INFO (6): Данные из БД не получены
2013-05-14T19:50:08+04:00 INFO (6): Данные из БД не получены
2013-05-14T19:50:14+04:00 INFO (6): Данные из БД не получены
2013-05-14T19:50:58+04:00 INFO (6): Парсинг категории (1 стр.) прошел успешно
2013-05-14T19:51:05+04:00 INFO (6): Парсинг категории (10/10 стр.) прошел успешно
2013-05-14T19:51:08+04:00 INFO (6): Парсинг продукта (id = 8232477) прошел успешно
2013-05-14T19:51:08+04:00 INFO (6): Парсинг картинки продукта (id = 8232477) провалился
2013-05-14T19:52:42+04:00 INFO (6): Данные из БД не получены
2013-05-14T19:53:46+04:00 INFO (6): Данные из БД не получены
2013-05-14T19:54:37+04:00 INFO (6): Данные из БД не получены
2013-05-14T19:56:16+04:00 INFO (6): Данные из БД не получены
2013-05-14T19:56:28+04:00 INFO (6): Парсинг категории (1 стр.) прошел успешно
2013-05-14T19:56:31+04:00 INFO (6): Парсинг категории (10/10 стр.) прошел успешно
2013-05-14T19:56:38+04:00 INFO (6): Парсинг категории (20/10 стр.) прошел успешно
2013-05-14T19:56:41+04:00 INFO (6): Парсинг категории (30/10 стр.) прошел успешно
2013-05-14T19:56:43+04:00 INFO (6): Парсинг категории (40/10 стр.) прошел успешно
2013-05-14T19:56:46+04:00 INFO (6): Парсинг категории (50/10 стр.) прошел успешно
2013-05-14T19:56:48+04:00 INFO (6): Парсинг категории (60/10 стр.) прошел успешно
2013-05-14T19:56:51+04:00 INFO (6): Парсинг категории (70/10 стр.) прошел успешно
2013-05-14T19:56:53+04:00 INFO (6): Парсинг категории (80/10 стр.) прошел успешно
2013-05-14T19:56:56+04:00 INFO (6): Парсинг категории (90/10 стр.) прошел успешно
2013-05-14T19:56:58+04:00 INFO (6): Парсинг категории (100/10 стр.) прошел успешно
2013-05-14T19:57:00+04:00 INFO (6): Парсинг категории (110/10 стр.) прошел успешно
2013-05-14T19:57:03+04:00 INFO (6): Парсинг категории (120/10 стр.) прошел успешно
2013-05-14T19:57:05+04:00 INFO (6): Парсинг категории (130/10 стр.) прошел успешно
2013-05-14T19:57:08+04:00 INFO (6): Парсинг категории (140/10 стр.) прошел успешно
2013-05-14T19:57:10+04:00 INFO (6): Парсинг категории (150/10 стр.) прошел успешно
2013-05-14T19:57:13+04:00 INFO (6): Парсинг категории (160/10 стр.) прошел успешно
2013-05-14T19:57:15+04:00 INFO (6): Парсинг категории (170/10 стр.) прошел успешно
2013-05-14T19:57:17+04:00 INFO (6): Парсинг категории (180/10 стр.) прошел успешно
2013-05-14T19:57:20+04:00 INFO (6): Парсинг категории (190/10 стр.) прошел успешно
2013-05-14T19:57:22+04:00 INFO (6): Парсинг категории (200/10 стр.) прошел успешно
2013-05-14T19:57:25+04:00 INFO (6): Парсинг категории (210/10 стр.) прошел успешно
2013-05-14T19:57:27+04:00 INFO (6): Парсинг категории (220/10 стр.) прошел успешно
2013-05-14T19:57:35+04:00 INFO (6): Парсинг категории (230/10 стр.) прошел успешно
2013-05-14T19:57:37+04:00 INFO (6): Парсинг категории (240/10 стр.) прошел успешно
2013-05-14T19:57:40+04:00 INFO (6): Парсинг категории (250/10 стр.) прошел успешно
2013-05-14T19:57:42+04:00 INFO (6): Парсинг категории (260/10 стр.) прошел успешно
2013-05-14T19:57:45+04:00 INFO (6): Парсинг категории (270/10 стр.) прошел успешно
2013-05-14T19:57:52+04:00 INFO (6): Парсинг категории (280/10 стр.) прошел успешно
2013-05-14T19:57:54+04:00 INFO (6): Парсинг категории (290/10 стр.) прошел успешно
2013-05-14T19:57:57+04:00 INFO (6): Парсинг категории (300/10 стр.) прошел успешно
2013-05-14T19:57:59+04:00 INFO (6): Парсинг категории (310/10 стр.) прошел успешно
2013-05-14T19:58:02+04:00 INFO (6): Парсинг категории (320/10 стр.) прошел успешно
2013-05-14T19:58:04+04:00 INFO (6): Парсинг категории (330/10 стр.) прошел успешно
2013-05-14T19:58:07+04:00 INFO (6): Парсинг категории (340/10 стр.) прошел успешно
2013-05-14T19:58:09+04:00 INFO (6): Парсинг категории (350/10 стр.) прошел успешно
2013-05-14T19:58:11+04:00 INFO (6): Парсинг категории (360/10 стр.) прошел успешно
2013-05-14T19:58:14+04:00 INFO (6): Парсинг категории (370/10 стр.) прошел успешно
2013-05-14T19:58:16+04:00 INFO (6): Парсинг категории (380/10 стр.) прошел успешно
2013-05-14T19:58:19+04:00 INFO (6): Парсинг категории (390/10 стр.) прошел успешно
2013-05-14T19:58:21+04:00 INFO (6): Парсинг категории (400/10 стр.) прошел успешно
2013-05-14T19:58:23+04:00 INFO (6): Парсинг категории (410/10 стр.) прошел успешно
2013-05-14T19:58:26+04:00 INFO (6): Парсинг категории (420/10 стр.) прошел успешно
2013-05-14T19:58:28+04:00 INFO (6): Парсинг категории (430/10 стр.) прошел успешно
2013-05-14T19:58:41+04:00 INFO (6): Парсинг категории (440/10 стр.) прошел успешно
2013-05-14T19:58:43+04:00 INFO (6): Парсинг категории (450/10 стр.) прошел успешно
2013-05-14T19:58:51+04:00 INFO (6): Парсинг категории (460/10 стр.) прошел успешно
2013-05-14T19:58:53+04:00 INFO (6): Парсинг категории (470/10 стр.) прошел успешно
2013-05-14T19:58:55+04:00 INFO (6): Парсинг категории (480/10 стр.) прошел успешно
2013-05-14T19:58:58+04:00 INFO (6): Парсинг категории (490/10 стр.) прошел успешно
2013-05-14T19:59:00+04:00 INFO (6): Парсинг категории (500/10 стр.) прошел успешно
2013-05-14T19:59:03+04:00 INFO (6): Парсинг категории (510/10 стр.) прошел успешно
2013-05-14T19:59:06+04:00 INFO (6): Парсинг категории (520/10 стр.) прошел успешно
2013-05-14T19:59:09+04:00 INFO (6): Парсинг категории (530/10 стр.) прошел успешно
2013-05-14T19:59:21+04:00 INFO (6): Парсинг категории (540/10 стр.) прошел успешно
2013-05-14T19:59:24+04:00 INFO (6): Парсинг категории (550/10 стр.) прошел успешно
2013-05-14T19:59:36+04:00 INFO (6): Парсинг категории (560/10 стр.) прошел успешно
2013-05-14T19:59:39+04:00 INFO (6): Парсинг категории (570/10 стр.) прошел успешно
2013-05-14T19:59:41+04:00 INFO (6): Парсинг категории (580/10 стр.) прошел успешно
2013-05-14T19:59:44+04:00 INFO (6): Парсинг категории (590/10 стр.) прошел успешно
2013-05-14T19:59:46+04:00 INFO (6): Парсинг категории (600/10 стр.) прошел успешно
2013-05-14T19:59:48+04:00 INFO (6): Парсинг категории (610/10 стр.) прошел успешно
2013-05-14T19:59:51+04:00 INFO (6): Парсинг категории (620/10 стр.) прошел успешно
2013-05-14T19:59:53+04:00 INFO (6): Парсинг категории (630/10 стр.) прошел успешно
2013-05-14T19:59:56+04:00 INFO (6): Парсинг категории (640/10 стр.) прошел успешно
2013-05-14T19:59:58+04:00 INFO (6): Парсинг категории (650/10 стр.) прошел успешно
2013-05-14T20:00:01+04:00 INFO (6): Парсинг категории (660/10 стр.) прошел успешно
2013-05-14T20:00:04+04:00 INFO (6): Парсинг категории (670/10 стр.) прошел успешно
2013-05-14T20:00:07+04:00 INFO (6): Парсинг категории (680/10 стр.) прошел успешно
2013-05-14T20:00:09+04:00 INFO (6): Парсинг категории (690/10 стр.) прошел успешно
2013-05-14T20:00:11+04:00 INFO (6): Парсинг категории (700/10 стр.) прошел успешно
2013-05-14T20:00:14+04:00 INFO (6): Парсинг категории (710/10 стр.) прошел успешно
2013-05-14T20:00:16+04:00 INFO (6): Парсинг категории (720/10 стр.) прошел успешно
2013-05-14T20:00:19+04:00 INFO (6): Парсинг категории (730/10 стр.) прошел успешно
2013-05-14T20:00:21+04:00 INFO (6): Парсинг категории (740/10 стр.) прошел успешно
2013-05-14T20:00:24+04:00 INFO (6): Парсинг категории (750/10 стр.) прошел успешно
2013-05-14T20:00:26+04:00 INFO (6): Парсинг категории (760/10 стр.) прошел успешно
2013-05-14T20:00:29+04:00 INFO (6): Парсинг категории (770/10 стр.) прошел успешно
2013-05-14T20:00:36+04:00 INFO (6): Парсинг категории (780/10 стр.) прошел успешно
2013-05-14T20:00:38+04:00 INFO (6): Парсинг категории (790/10 стр.) прошел успешно
2013-05-14T20:00:41+04:00 INFO (6): Парсинг категории (800/10 стр.) прошел успешно
2013-05-14T20:00:43+04:00 INFO (6): Парсинг категории (810/10 стр.) прошел успешно
2013-05-14T20:00:46+04:00 INFO (6): Парсинг категории (820/10 стр.) прошел успешно
2013-05-14T20:00:53+04:00 INFO (6): Парсинг категории (830/10 стр.) прошел успешно
2013-05-14T20:00:55+04:00 INFO (6): Парсинг категории (840/10 стр.) прошел успешно
2013-05-14T20:00:58+04:00 INFO (6): Парсинг категории (850/10 стр.) прошел успешно
2013-05-14T20:01:00+04:00 INFO (6): Парсинг категории (860/10 стр.) прошел успешно
2013-05-14T20:01:03+04:00 INFO (6): Парсинг категории (870/10 стр.) прошел успешно
2013-05-14T20:01:05+04:00 INFO (6): Парсинг категории (880/10 стр.) прошел успешно
2013-05-14T20:01:08+04:00 INFO (6): Парсинг категории (890/10 стр.) прошел успешно
2013-05-14T20:01:10+04:00 INFO (6): Парсинг категории (900/10 стр.) прошел успешно
2013-05-14T20:01:13+04:00 INFO (6): Парсинг категории (910/10 стр.) прошел успешно
2013-05-14T20:01:15+04:00 INFO (6): Парсинг категории (920/10 стр.) прошел успешно
2013-05-14T20:01:18+04:00 INFO (6): Парсинг категории (930/10 стр.) прошел успешно
2013-05-14T20:01:20+04:00 INFO (6): Парсинг категории (940/10 стр.) прошел успешно
2013-05-14T20:01:22+04:00 INFO (6): Парсинг категории (950/10 стр.) прошел успешно
2013-05-14T20:01:25+04:00 INFO (6): Парсинг категории (960/10 стр.) прошел успешно
2013-05-14T20:01:28+04:00 INFO (6): Парсинг категории (970/10 стр.) прошел успешно
2013-05-14T20:01:30+04:00 INFO (6): Парсинг категории (980/10 стр.) прошел успешно
2013-05-14T20:01:32+04:00 INFO (6): Парсинг категории (990/10 стр.) прошел успешно
2013-05-14T20:01:35+04:00 INFO (6): Парсинг категории (1000/10 стр.) прошел успешно
2013-05-14T20:01:37+04:00 INFO (6): Парсинг категории (1010/10 стр.) прошел успешно
